city,date,temp_c,humidity,wind_kmph,precip_mm
Kano,2022-08-30T21:00,23.9,88,6.5,0.0
Kano,2022-08-30T22:00,24.2,83,4.6,0.0
Kano,2022-08-30T23:00,22.7,91,6.6,0.0
Kano,2022-08-31T00:00,22.4,90,5.4,0.0
Kano,2022-08-31T01:00,22.8,87,6.6,0.0
Kano,2022-08-31T02:00,22.9,89,5.8,0.0
Kano,2022-08-31T03:00,22.3,92,6.2,0.0
Kano,2022-08-31T04:00,22.0,94,6.1,0.0
Kano,2022-08-31T05:00,21.8,96,5.9,0.0
Kano,2022-08-31T06:00,21.7,96,7.8,0.0
Kano,2022-08-31T07:00,22.4,93,10.7,0.0
Kano,2022-08-31T08:00,24.0,86,9.7,0.0
Kano,2022-08-31T09:00,25.2,82,10.7,0.0
Kano,2022-08-31T10:00,27.2,74,13.5,0.0
Kano,2022-08-31T11:00,28.9,67,13.7,0.0
Kano,2022-08-31T12:00,29.9,63,10.5,0.0
Kano,2022-08-31T13:00,29.5,64,7.4,0.0
Kano,2022-08-31T14:00,29.9,62,7.7,0.0
Kano,2022-08-31T15:00,29.5,63,6.4,0.0
Kano,2022-08-31T16:00,29.5,63,6.1,0.0
Kano,2022-08-31T17:00,28.7,63,2.5,0.3
Kano,2022-08-31T18:00,27.4,76,3.8,0.0
Kano,2022-08-31T19:00,25.5,78,11.3,0.0
Kano,2022-08-31T20:00,24.2,85,5.9,0.0
Kano,2022-08-31T21:00,23.4,90,6.1,0.0
Kano,2022-08-31T22:00,23.1,92,9.4,0.0
Kano,2022-08-31T23:00,22.8,94,7.4,0.0
Kano,2022-09-01T00:00,22.8,95,8.1,0.0
Kano,2022-09-01T01:00,22.6,92,11.0,0.0
Kano,2022-09-01T02:00,22.4,94,10.0,0.0
Kano,2022-09-01T03:00,22.3,94,12.0,0.0
Kano,2022-09-01T04:00,22.0,92,12.7,0.0
Kano,2022-09-01T05:00,21.7,92,11.8,0.0
Kano,2022-09-01T06:00,21.5,93,10.5,0.0
Kano,2022-09-01T07:00,21.8,92,9.6,0.0
Kano,2022-09-01T08:00,22.7,89,8.4,0.0
Kano,2022-09-01T09:00,23.9,84,11.2,0.0
Kano,2022-09-01T10:00,25.5,75,15.6,0.0
Kano,2022-09-01T11:00,27.0,70,13.5,0.0
Kano,2022-09-01T12:00,27.3,71,14.0,0.2
Kano,2022-09-01T13:00,25.9,73,7.0,0.5
Kano,2022-09-01T14:00,25.6,75,4.0,0.7
Kano,2022-09-01T15:00,23.2,87,12.6,7.0
Kano,2022-09-01T16:00,22.0,94,2.9,4.0
Kano,2022-09-01T17:00,22.1,93,8.7,0.2
Kano,2022-09-01T18:00,21.8,92,8.3,0.0
Kano,2022-09-01T19:00,21.0,93,6.5,0.0
Kano,2022-09-01T20:00,20.9,91,6.1,0.0
Kano,2022-09-01T21:00,20.7,93,4.5,0.0
Kano,2022-09-01T22:00,20.5,95,4.3,0.0
Kano,2022-09-01T23:00,20.4,96,7.9,0.0
Kano,2022-09-02T00:00,20.4,96,5.6,0.0
Kano,2022-09-02T01:00,20.7,97,5.3,0.0
Kano,2022-09-02T02:00,21.2,95,2.9,0.0
Kano,2022-09-02T03:00,20.4,98,3.8,0.0
Kano,2022-09-02T04:00,20.4,98,4.3,0.0
Kano,2022-09-02T05:00,20.4,98,5.2,0.0
Kano,2022-09-02T06:00,20.2,98,5.8,0.0
Kano,2022-09-02T07:00,20.7,97,7.9,0.0
Kano,2022-09-02T08:00,22.6,91,5.4,0.0
Kano,2022-09-02T09:00,24.7,83,4.7,0.0
Kano,2022-09-02T10:00,26.5,75,4.7,0.0
Kano,2022-09-02T11:00,27.8,64,2.9,0.1
Kano,2022-09-02T12:00,28.5,61,2.9,0.2
Kano,2022-09-02T13:00,29.2,58,4.3,0.1
Kano,2022-09-02T14:00,29.8,57,4.1,0.0
Kano,2022-09-02T15:00,30.2,53,9.0,0.0
Kano,2022-09-02T16:00,29.4,56,10.1,0.0
Kano,2022-09-02T17:00,28.8,59,1.8,0.0
Kano,2022-09-02T18:00,26.0,72,3.6,1.7
Kano,2022-09-02T19:00,23.7,85,8.0,2.7
Kano,2022-09-02T20:00,23.2,91,8.4,0.1
Kano,2022-09-02T21:00,21.9,96,10.8,0.7
Kano,2022-09-02T22:00,21.3,95,6.9,0.7
Kano,2022-09-02T23:00,21.0,96,3.5,0.0
Kano,2022-09-03T00:00,20.7,97,4.2,0.0
Kano,2022-09-03T01:00,20.7,98,4.8,0.0
Kano,2022-09-03T02:00,21.3,95,8.6,0.1
Kano,2022-09-03T03:00,21.1,97,8.2,0.2
Kano,2022-09-03T04:00,20.9,97,7.9,0.0
Kano,2022-09-03T05:00,20.6,98,10.6,0.5
Kano,2022-09-03T06:00,20.6,97,8.4,0.0
Kano,2022-09-03T07:00,20.8,96,7.7,0.0
Kano,2022-09-03T08:00,21.9,93,6.8,0.0
Kano,2022-09-03T09:00,23.7,86,8.1,0.0
Kano,2022-09-03T10:00,25.6,78,7.1,0.0
Kano,2022-09-03T11:00,27.3,72,5.7,0.0
Kano,2022-09-03T12:00,28.8,67,3.6,0.0
Kano,2022-09-03T13:00,29.4,62,2.2,0.0
Kano,2022-09-03T14:00,30.1,60,2.9,0.0
Kano,2022-09-03T15:00,30.5,60,3.6,0.0
Kano,2022-09-03T16:00,30.5,59,5.9,0.0
Kano,2022-09-03T17:00,28.1,70,9.5,0.6
Kano,2022-09-03T18:00,26.8,75,7.2,0.0
Kano,2022-09-03T19:00,24.8,82,7.1,0.0
Kano,2022-09-03T20:00,23.8,87,5.7,0.0
Kano,2022-09-03T21:00,23.6,87,5.7,0.0
Kano,2022-09-03T22:00,22.5,92,6.9,0.0
Kano,2022-09-03T23:00,22.1,93,6.9,0.0
Kano,2022-09-04T00:00,22.1,93,5.0,0.0
Kano,2022-09-04T01:00,21.9,91,4.1,0.0
Kano,2022-09-04T02:00,22.4,89,3.6,0.0
Kano,2022-09-04T03:00,22.5,88,4.8,0.0
Kano,2022-09-04T04:00,22.2,91,4.2,0.0
Kano,2022-09-04T05:00,22.1,93,4.7,0.0
Kano,2022-09-04T06:00,22.0,94,5.0,0.0
Kano,2022-09-04T07:00,22.3,94,7.7,0.0
Kano,2022-09-04T08:00,22.8,92,9.5,0.0
Kano,2022-09-04T09:00,24.4,85,8.9,0.0
Kano,2022-09-04T10:00,26.1,74,11.0,0.0
Kano,2022-09-04T11:00,25.0,79,10.4,0.0
Kano,2022-09-04T12:00,26.8,73,10.7,0.0
Kano,2022-09-04T13:00,26.8,73,6.4,0.0
Kano,2022-09-04T14:00,27.5,69,6.4,0.0
Kano,2022-09-04T15:00,28.7,63,5.9,0.0
Kano,2022-09-04T16:00,29.0,61,6.1,0.0
Kano,2022-09-04T17:00,28.6,62,4.9,0.0
Kano,2022-09-04T18:00,27.4,76,2.7,0.0
Kano,2022-09-04T19:00,24.7,82,5.4,0.0
Kano,2022-09-04T20:00,24.6,84,5.8,0.0
Kano,2022-09-04T21:00,24.9,81,0.5,0.3
Kano,2022-09-04T22:00,23.1,92,5.5,0.0
Kano,2022-09-04T23:00,22.8,94,5.8,0.0
Kano,2022-09-05T00:00,22.4,96,5.8,0.0
Kano,2022-09-05T01:00,22.1,96,7.6,0.0
Kano,2022-09-05T02:00,21.9,96,6.9,0.0
Kano,2022-09-05T03:00,21.8,96,8.9,0.0
Kano,2022-09-05T04:00,22.1,93,10.0,0.0
Kano,2022-09-05T05:00,21.8,93,8.9,0.0
Kano,2022-09-05T06:00,21.4,95,8.3,0.0
Kano,2022-09-05T07:00,21.9,92,9.9,0.0
Kano,2022-09-05T08:00,23.5,86,9.2,0.0
Kano,2022-09-05T09:00,25.1,81,10.0,0.0
Kano,2022-09-05T10:00,27.0,74,13.0,0.0
Kano,2022-09-05T11:00,28.6,68,14.3,0.0
Kano,2022-09-05T12:00,29.8,64,14.0,0.0
Kano,2022-09-05T13:00,28.9,58,9.3,0.0
Kano,2022-09-05T14:00,29.5,56,7.9,0.0
Kano,2022-09-05T15:00,29.8,55,7.1,0.0
Kano,2022-09-05T16:00,29.7,56,5.6,0.0
Kano,2022-09-05T17:00,29.0,59,5.4,0.0
Kano,2022-09-05T18:00,27.2,70,4.6,0.0
Kano,2022-09-05T19:00,25.6,72,9.3,0.0
Kano,2022-09-05T20:00,23.1,87,14.5,2.3
Kano,2022-09-05T21:00,22.4,91,8.0,0.0
Kano,2022-09-05T22:00,21.9,92,8.3,0.0
Kano,2022-09-05T23:00,21.7,92,11.3,0.0
Kano,2022-09-06T00:00,21.7,91,9.4,0.0
Kano,2022-09-06T01:00,22.6,87,9.3,0.0
Kano,2022-09-06T02:00,22.5,88,11.1,0.5
Kano,2022-09-06T03:00,21.6,94,6.8,4.7
Kano,2022-09-06T04:00,21.5,96,6.8,0.0
Kano,2022-09-06T05:00,21.1,98,3.7,0.0
Kano,2022-09-06T06:00,20.7,98,3.9,0.0
Kano,2022-09-06T07:00,21.4,96,6.7,0.0
Kano,2022-09-06T08:00,22.7,92,5.4,0.0
Kano,2022-09-06T09:00,25.0,84,5.6,0.0
Kano,2022-09-06T10:00,27.3,74,6.1,0.0
Kano,2022-09-06T11:00,29.1,67,4.8,0.0
Kano,2022-09-06T12:00,29.9,65,1.5,0.1
Kano,2022-09-06T13:00,29.8,63,3.7,0.1
Kano,2022-09-06T14:00,30.3,63,2.3,0.0
Kano,2022-09-06T15:00,30.5,62,1.5,0.0
Kano,2022-09-06T16:00,30.4,61,1.5,0.0
Kano,2022-09-06T17:00,29.1,65,1.0,0.9
Kano,2022-09-06T18:00,24.2,88,18.2,4.9
Kano,2022-09-06T19:00,22.4,91,8.4,0.0
Kano,2022-09-06T20:00,22.8,89,2.0,0.0
Kano,2022-09-06T21:00,22.3,95,1.0,0.2
Kano,2022-09-06T22:00,22.6,94,1.1,0.4
Kano,2022-09-06T23:00,22.3,96,3.5,0.4
Kano,2022-09-07T00:00,22.0,96,4.2,0.1
Kano,2022-09-07T01:00,22.2,95,7.1,0.0
Kano,2022-09-07T02:00,22.3,96,7.1,0.2
Kano,2022-09-07T03:00,22.1,96,8.4,0.5
Kano,2022-09-07T04:00,21.8,96,7.3,0.3
Kano,2022-09-07T05:00,21.6,96,8.4,0.4
Kano,2022-09-07T06:00,21.7,96,3.7,0.2
Kano,2022-09-07T07:00,22.0,97,5.8,1.3
Kano,2022-09-07T08:00,22.5,96,6.9,0.3
Kano,2022-09-07T09:00,23.6,90,6.5,0.3
Kano,2022-09-07T10:00,25.0,80,5.5,0.3
Kano,2022-09-07T11:00,25.5,77,6.7,0.6
Kano,2022-09-07T12:00,25.8,75,7.1,0.1
Kano,2022-09-07T13:00,27.1,66,6.2,0.0
Kano,2022-09-07T14:00,28.3,60,8.9,0.0
Kano,2022-09-07T15:00,27.6,61,11.6,0.0
Kano,2022-09-07T16:00,27.4,62,10.0,0.2
Kano,2022-09-07T17:00,27.1,65,6.9,0.0
Kano,2022-09-07T18:00,26.1,77,3.4,0.0
Kano,2022-09-07T19:00,24.7,80,4.7,0.0
Kano,2022-09-07T20:00,23.2,87,5.0,0.1
Kano,2022-09-07T21:00,22.8,90,4.8,0.0
Kano,2022-09-07T22:00,22.0,96,4.1,0.0
Kano,2022-09-07T23:00,21.7,97,4.0,0.0
Kano,2022-09-08T00:00,21.2,97,5.0,0.0
Kano,2022-09-08T01:00,21.7,97,6.5,0.0
Kano,2022-09-08T02:00,21.6,97,5.7,2.4
Kano,2022-09-08T03:00,21.5,99,5.2,0.7
Kano,2022-09-08T04:00,21.3,99,6.6,2.5
Kano,2022-09-08T05:00,21.1,99,8.3,2.3
Kano,2022-09-08T06:00,21.0,99,7.8,1.1
Kano,2022-09-08T07:00,21.2,98,6.4,0.7
Kano,2022-09-08T08:00,22.3,94,4.8,0.0
Kano,2022-09-08T09:00,24.3,87,4.6,0.0
Kano,2022-09-08T10:00,26.2,78,5.2,0.0
Kano,2022-09-08T11:00,27.8,72,4.9,0.1
Kano,2022-09-08T12:00,28.7,69,4.3,0.1
Kano,2022-09-08T13:00,29.1,61,4.6,0.2
Kano,2022-09-08T14:00,29.4,62,3.6,0.1
Kano,2022-09-08T15:00,29.5,61,4.7,0.0
Kano,2022-09-08T16:00,29.5,61,4.7,0.0
Kano,2022-09-08T17:00,28.5,63,6.4,0.0
Kano,2022-09-08T18:00,27.1,71,7.5,0.0
Kano,2022-09-08T19:00,25.4,81,4.7,0.0
Kano,2022-09-08T20:00,24.8,83,5.1,0.0
Kano,2022-09-08T21:00,24.3,87,8.4,0.0
Kano,2022-09-08T22:00,23.9,89,7.3,0.0
Kano,2022-09-08T23:00,22.8,94,3.7,1.3
Kano,2022-09-09T00:00,22.4,96,3.5,8.7
Kano,2022-09-09T01:00,21.7,95,4.8,2.5
Kano,2022-09-09T02:00,21.4,98,7.2,5.7
Kano,2022-09-09T03:00,21.3,98,6.0,6.7
Kano,2022-09-09T04:00,21.4,98,3.8,5.1
Kano,2022-09-09T05:00,21.3,98,7.8,2.9
Kano,2022-09-09T06:00,21.1,97,6.4,3.4
Kano,2022-09-09T07:00,21.3,96,4.0,0.2
Kano,2022-09-09T08:00,21.8,94,5.8,0.1
Kano,2022-09-09T09:00,23.2,91,5.5,0.0
Kano,2022-09-09T10:00,25.2,82,6.4,0.0
Kano,2022-09-09T11:00,26.2,75,6.6,0.0
Kano,2022-09-09T12:00,27.5,69,7.9,0.0
Kano,2022-09-09T13:00,28.1,65,8.2,0.0
Kano,2022-09-09T14:00,28.7,63,6.1,0.0
Kano,2022-09-09T15:00,28.0,64,7.1,0.3
Kano,2022-09-09T16:00,28.4,64,6.3,0.0
Kano,2022-09-09T17:00,27.9,66,4.3,0.0
Kano,2022-09-09T18:00,26.7,78,2.6,0.0
Kano,2022-09-09T19:00,24.9,82,6.6,0.0
Kano,2022-09-09T20:00,23.9,87,7.6,0.0
Kano,2022-09-09T21:00,23.6,88,8.2,0.1
Kano,2022-09-09T22:00,23.1,91,6.0,0.1
Kano,2022-09-09T23:00,22.9,92,6.6,0.0
Kano,2022-09-10T00:00,22.9,92,5.3,0.0
Kano,2022-09-10T01:00,22.1,96,3.9,0.0
Kano,2022-09-10T02:00,22.0,96,9.1,0.0
Kano,2022-09-10T03:00,21.7,96,8.8,0.0
Kano,2022-09-10T04:00,21.5,96,6.9,0.0
Kano,2022-09-10T05:00,21.3,97,3.9,0.0
Kano,2022-09-10T06:00,20.3,98,4.4,0.0
Kano,2022-09-10T07:00,21.2,97,6.6,0.0
Kano,2022-09-10T08:00,22.7,93,5.8,0.0
Kano,2022-09-10T09:00,25.0,84,6.4,0.0
Kano,2022-09-10T10:00,27.0,73,6.2,0.0
Kano,2022-09-10T11:00,28.4,65,5.4,0.0
Kano,2022-09-10T12:00,29.3,61,5.9,0.0
Kano,2022-09-10T13:00,29.9,54,1.3,0.0
Kano,2022-09-10T14:00,30.3,55,1.5,0.0
Kano,2022-09-10T15:00,31.1,52,3.5,0.0
Kano,2022-09-10T16:00,28.8,61,13.1,0.3
Kano,2022-09-10T17:00,28.0,64,7.3,0.1
Kano,2022-09-10T18:00,26.9,80,2.9,0.0
Kano,2022-09-10T19:00,22.4,91,14.4,8.0
Kano,2022-09-10T20:00,21.6,96,5.8,11.6
Kano,2022-09-10T21:00,21.7,97,4.0,1.5
Kano,2022-09-10T22:00,21.7,98,5.9,0.3
Kano,2022-09-10T23:00,21.6,96,7.1,0.0
Kano,2022-09-11T00:00,21.5,95,8.0,0.0
Kano,2022-09-11T01:00,22.0,96,6.8,0.0
Kano,2022-09-11T02:00,22.1,95,8.1,0.0
Kano,2022-09-11T03:00,22.1,94,9.7,0.1
Kano,2022-09-11T04:00,22.0,94,9.2,0.1
Kano,2022-09-11T05:00,21.8,94,8.1,0.0
Kano,2022-09-11T06:00,21.9,93,7.5,0.0
Kano,2022-09-11T07:00,22.1,93,6.0,0.0
Kano,2022-09-11T08:00,22.9,91,2.6,0.0
Kano,2022-09-11T09:00,24.3,86,2.1,0.0
Kano,2022-09-11T10:00,26.6,78,2.6,0.0
Kano,2022-09-11T11:00,28.3,69,4.0,0.2
Kano,2022-09-11T12:00,29.1,65,5.4,0.1
Kano,2022-09-11T13:00,30.0,59,11.3,0.1
Kano,2022-09-11T14:00,29.7,59,10.7,0.1
Kano,2022-09-11T15:00,28.1,67,15.6,1.0
Kano,2022-09-11T16:00,29.0,64,12.4,0.0
Kano,2022-09-11T17:00,28.1,67,9.7,0.1
Kano,2022-09-11T18:00,26.8,78,4.2,0.0
Kano,2022-09-11T19:00,25.5,82,2.5,0.0
Kano,2022-09-11T20:00,23.9,91,3.1,0.0
Kano,2022-09-11T21:00,23.1,95,4.8,0.0
Kano,2022-09-11T22:00,22.5,96,8.0,0.0
Kano,2022-09-11T23:00,22.4,94,7.3,0.0
Kano,2022-09-12T00:00,22.2,94,7.1,0.0
Kano,2022-09-12T01:00,22.6,94,6.3,0.0
Kano,2022-09-12T02:00,22.3,95,6.8,0.0
Kano,2022-09-12T03:00,22.1,95,6.9,0.0
Kano,2022-09-12T04:00,21.8,96,6.3,0.0
Kano,2022-09-12T05:00,21.6,96,6.8,0.0
Kano,2022-09-12T06:00,21.4,94,7.4,0.0
Kano,2022-09-12T07:00,22.1,91,9.7,0.0
Kano,2022-09-12T08:00,24.0,85,10.8,0.0
Kano,2022-09-12T09:00,25.9,77,12.5,0.0
Kano,2022-09-12T10:00,27.7,69,13.6,0.0
Kano,2022-09-12T11:00,29.1,65,12.9,0.0
Kano,2022-09-12T12:00,30.2,62,12.0,0.0
Kano,2022-09-12T13:00,30.8,59,10.6,0.0
Kano,2022-09-12T14:00,30.9,58,9.8,0.0
Kano,2022-09-12T15:00,30.9,58,9.0,0.0
Kano,2022-09-12T16:00,30.7,59,8.4,0.0
Kano,2022-09-12T17:00,30.0,62,7.4,0.0
Kano,2022-09-12T18:00,28.4,71,7.1,0.0
Kano,2022-09-12T19:00,27.1,74,10.4,0.0
Kano,2022-09-12T20:00,23.8,84,21.9,6.7
Kano,2022-09-12T21:00,22.3,94,9.5,1.9
Kano,2022-09-12T22:00,22.0,93,7.0,0.8
Kano,2022-09-12T23:00,21.7,94,9.8,0.0
Kano,2022-09-13T00:00,21.6,95,10.0,0.0
Kano,2022-09-13T01:00,22.2,94,12.0,0.0
Kano,2022-09-13T02:00,22.2,93,12.7,0.0
Kano,2022-09-13T03:00,21.9,94,13.6,0.0
Kano,2022-09-13T04:00,21.7,93,14.5,0.0
Kano,2022-09-13T05:00,21.3,93,14.0,0.0
Kano,2022-09-13T06:00,21.0,93,12.6,0.0
Kano,2022-09-13T07:00,21.4,91,13.5,0.0
Kano,2022-09-13T08:00,22.7,86,13.1,0.0
Kano,2022-09-13T09:00,24.5,82,11.1,0.0
Kano,2022-09-13T10:00,26.3,77,9.7,0.0
Kano,2022-09-13T11:00,27.8,72,9.2,0.0
Kano,2022-09-13T12:00,29.5,65,10.0,0.0
Kano,2022-09-13T13:00,29.4,63,6.9,0.0
Kano,2022-09-13T14:00,29.5,63,6.6,0.1
Kano,2022-09-13T15:00,29.4,63,7.1,0.0
Kano,2022-09-13T16:00,29.1,62,6.4,0.0
Kano,2022-09-13T17:00,28.5,64,5.4,0.0
Kano,2022-09-13T18:00,27.1,78,3.2,0.0
Kano,2022-09-13T19:00,25.4,82,7.1,0.0
Kano,2022-09-13T20:00,24.7,82,6.2,0.0
Kano,2022-09-13T21:00,24.5,81,6.2,0.0
Kano,2022-09-13T22:00,24.1,82,6.1,0.0
Kano,2022-09-13T23:00,24.4,82,5.0,0.2
Kano,2022-09-14T00:00,24.1,84,5.2,0.2
Kano,2022-09-14T01:00,24.4,81,5.8,0.0
Kano,2022-09-14T02:00,24.2,82,4.9,0.0
Kano,2022-09-14T03:00,24.2,81,6.3,0.0
Kano,2022-09-14T04:00,23.6,85,4.7,0.0
Kano,2022-09-14T05:00,23.3,87,6.3,0.0
Kano,2022-09-14T06:00,23.5,84,7.3,0.0
Kano,2022-09-14T07:00,23.3,87,5.4,0.0
Kano,2022-09-14T08:00,23.8,87,6.9,0.0
Kano,2022-09-14T09:00,25.5,81,7.2,0.0
Kano,2022-09-14T10:00,27.4,74,8.0,0.0
Kano,2022-09-14T11:00,29.0,67,8.5,0.0
Kano,2022-09-14T12:00,30.4,60,5.9,0.0
Kano,2022-09-14T13:00,30.6,58,5.6,0.0
Kano,2022-09-14T14:00,31.2,57,5.7,0.0
Kano,2022-09-14T15:00,31.4,56,8.0,0.0
Kano,2022-09-14T16:00,31.0,55,8.7,0.0
Kano,2022-09-14T17:00,30.1,59,7.1,0.0
Kano,2022-09-14T18:00,28.3,76,4.5,0.0
Kano,2022-09-14T19:00,27.1,73,3.8,0.0
Kano,2022-09-14T20:00,25.4,85,10.7,0.0
Kano,2022-09-14T21:00,24.6,86,4.1,0.0
Kano,2022-09-14T22:00,24.0,88,4.0,0.0
Kano,2022-09-14T23:00,23.6,90,6.8,0.0
Kano,2022-09-15T00:00,23.3,92,7.7,0.0
Kano,2022-09-15T01:00,23.5,97,8.0,0.0
Kano,2022-09-15T02:00,23.8,94,8.9,0.0
Kano,2022-09-15T03:00,23.5,93,11.5,0.0
Kano,2022-09-15T04:00,22.7,91,11.2,0.0
Kano,2022-09-15T05:00,22.1,91,11.9,0.0
Kano,2022-09-15T06:00,22.0,91,12.0,0.0
Kano,2022-09-15T07:00,22.1,90,11.4,0.0
Kano,2022-09-15T08:00,23.2,85,10.3,0.0
Kano,2022-09-15T09:00,24.3,81,8.7,0.0
Kano,2022-09-15T10:00,25.4,80,6.6,0.0
Kano,2022-09-15T11:00,27.0,76,6.9,0.0
Kano,2022-09-15T12:00,27.4,76,9.3,0.0
Kano,2022-09-15T13:00,30.0,66,9.7,0.0
Kano,2022-09-15T14:00,30.0,66,8.6,0.0
Kano,2022-09-15T15:00,30.3,65,7.6,0.0
Kano,2022-09-15T16:00,30.1,65,5.5,0.0
Kano,2022-09-15T17:00,29.7,66,5.0,0.0
Kano,2022-09-15T18:00,28.2,77,3.5,0.0
Kano,2022-09-15T19:00,27.1,77,6.9,0.0
Kano,2022-09-15T20:00,24.0,86,17.7,4.1
Kano,2022-09-15T21:00,23.0,89,8.7,1.2
Kano,2022-09-15T22:00,22.6,92,5.4,0.4
Kano,2022-09-15T23:00,22.5,92,8.6,0.0
Kano,2022-09-16T00:00,22.2,95,7.8,0.0
Kano,2022-09-16T01:00,22.8,89,9.7,0.0
Kano,2022-09-16T02:00,22.8,89,11.4,0.0
Kano,2022-09-16T03:00,22.6,88,11.3,0.0
Kano,2022-09-16T04:00,22.5,88,12.8,0.0
Kano,2022-09-16T05:00,22.4,90,13.8,0.0
Kano,2022-09-16T06:00,22.5,90,14.0,0.0
Kano,2022-09-16T07:00,22.8,88,13.6,0.0
Kano,2022-09-16T08:00,24.1,85,12.6,0.0
Kano,2022-09-16T09:00,25.3,82,12.9,0.0
Kano,2022-09-16T10:00,27.1,75,15.9,0.0
Kano,2022-09-16T11:00,28.8,67,16.8,0.0
Kano,2022-09-16T12:00,29.7,64,15.8,0.0
Kano,2022-09-16T13:00,29.7,61,14.5,0.0
Kano,2022-09-16T14:00,29.7,61,13.2,0.0
Kano,2022-09-16T15:00,29.3,60,14.0,0.4
Kano,2022-09-16T16:00,28.6,64,12.5,0.0
Kano,2022-09-16T17:00,28.2,63,9.9,0.0
Kano,2022-09-16T18:00,25.2,74,18.4,1.8
Kano,2022-09-16T19:00,22.4,93,4.8,2.3
Kano,2022-09-16T20:00,22.4,94,8.7,1.2
Kano,2022-09-16T21:00,22.4,94,7.4,0.3
Kano,2022-09-16T22:00,22.7,92,12.1,0.2
Kano,2022-09-16T23:00,22.8,91,15.0,0.0
Kano,2022-09-17T00:00,22.9,89,17.5,0.0
Kano,2022-09-17T01:00,22.4,94,11.3,0.0
Kano,2022-09-17T02:00,22.4,95,14.3,0.8
Kano,2022-09-17T03:00,22.4,95,10.5,0.4
Kano,2022-09-17T04:00,22.5,93,10.8,0.0
Kano,2022-09-17T05:00,22.4,93,7.0,0.1
Kano,2022-09-17T06:00,22.2,94,7.5,0.5
Kano,2022-09-17T07:00,22.4,93,4.8,0.0
Kano,2022-09-17T08:00,22.8,87,2.8,1.6
Kano,2022-09-17T09:00,22.6,91,3.6,7.3
Kano,2022-09-17T10:00,23.2,89,5.6,0.2
Kano,2022-09-17T11:00,25.3,82,8.7,0.1
Kano,2022-09-17T12:00,25.4,80,9.2,0.1
Kano,2022-09-17T13:00,27.4,64,9.0,0.2
Kano,2022-09-17T14:00,23.9,77,14.3,0.2
Kano,2022-09-17T15:00,23.9,77,10.4,0.1
Kano,2022-09-17T16:00,24.7,78,7.6,0.1
Kano,2022-09-17T17:00,23.5,82,10.5,0.1
Kano,2022-09-17T18:00,23.3,81,5.1,0.0
Kano,2022-09-17T19:00,22.4,87,4.5,0.0
Kano,2022-09-17T20:00,22.2,89,7.1,0.0
Kano,2022-09-17T21:00,22.0,92,6.9,0.0
Kano,2022-09-17T22:00,21.8,93,6.6,0.0
Kano,2022-09-17T23:00,21.9,93,7.4,0.0
Kano,2022-09-18T00:00,21.6,95,6.9,0.0
Kano,2022-09-18T01:00,21.8,93,8.0,0.0
Kano,2022-09-18T02:00,22.1,92,8.6,0.0
Kano,2022-09-18T03:00,21.9,92,8.9,0.0
Kano,2022-09-18T04:00,21.8,93,8.4,0.0
Kano,2022-09-18T05:00,21.7,93,7.4,0.0
Kano,2022-09-18T06:00,21.5,93,7.8,0.0
Kano,2022-09-18T07:00,22.1,92,7.4,0.0
Kano,2022-09-18T08:00,23.4,89,7.9,0.0
Kano,2022-09-18T09:00,25.3,81,10.8,0.0
Kano,2022-09-18T10:00,26.7,73,9.1,0.0
Kano,2022-09-18T11:00,28.1,66,8.0,0.0
Kano,2022-09-18T12:00,28.9,65,6.3,0.1
Kano,2022-09-18T13:00,29.6,59,2.4,0.1
Kano,2022-09-18T14:00,30.4,56,5.4,0.0
Kano,2022-09-18T15:00,29.0,62,11.9,1.2
Kano,2022-09-18T16:00,26.3,79,10.7,1.1
Kano,2022-09-18T17:00,25.3,82,6.8,0.1
Kano,2022-09-18T18:00,24.8,83,4.1,0.0
Kano,2022-09-18T19:00,23.9,89,6.1,0.0
Kano,2022-09-18T20:00,23.0,94,4.9,0.0
Kano,2022-09-18T21:00,22.9,93,7.4,0.0
Kano,2022-09-18T22:00,22.5,94,5.2,0.0
Kano,2022-09-18T23:00,22.1,96,5.3,0.0
Kano,2022-09-19T00:00,22.0,94,8.8,3.9
Kano,2022-09-19T01:00,22.2,96,4.3,3.0
Kano,2022-09-19T02:00,21.6,98,2.7,6.2
Kano,2022-09-19T03:00,21.5,98,2.6,0.5
Kano,2022-09-19T04:00,21.2,98,4.5,2.8
Kano,2022-09-19T05:00,21.4,98,4.1,6.6
Kano,2022-09-19T06:00,21.5,96,2.3,3.8
Kano,2022-09-19T07:00,21.6,96,3.9,1.4
Kano,2022-09-19T08:00,22.3,92,2.9,0.1
Kano,2022-09-19T09:00,23.6,87,4.6,0.0
Kano,2022-09-19T10:00,24.9,79,8.7,0.1
Kano,2022-09-19T11:00,24.0,83,10.7,0.7
Kano,2022-09-19T12:00,25.5,76,9.4,0.1
Kano,2022-09-19T13:00,27.7,67,10.8,0.2
Kano,2022-09-19T14:00,28.1,64,10.5,0.0
Kano,2022-09-19T15:00,27.7,65,11.0,0.0
Kano,2022-09-19T16:00,27.9,63,11.0,0.0
Kano,2022-09-19T17:00,27.3,65,11.0,0.1
Kano,2022-09-19T18:00,25.8,80,4.2,0.0
Kano,2022-09-19T19:00,24.4,79,5.5,0.0
Kano,2022-09-19T20:00,23.7,85,5.0,0.0
Kano,2022-09-19T21:00,23.3,89,6.6,0.0
